review,word count,char count,stopword count
"Friendly staff, they have outdoor seating in the front and back. Baby friendly (I recommend the back). The pate and mussels are amazing!",23,136,8
"Nice back patio! It was shaded and had pretty plants. And because it was fully surrounded, there was no wind. I don't know about you, but since the pandemic one of my main criteria for selecting a restaurant is the quality of the outdoor seating.Great menu. I really enjoyed my Mediterranean platter. Be sure to make a reservation; this place is popular.",62,354,26
"The fries are delicious, salty and crispy, but the best part is the toffee cake! It was so soft and the caramel was so rich.",25,124,12
"Was a little disappointed for a few reasons but one in particular. We booked reservations for restaurant week and while other restaurants seem to honor the menus weekday and weekend, this place didn't (which isn't a bad thing), but it also didn't note it on the restaurant week site and we booked our reservations through there. What was supposed to be a really good deal for lunch $15 ended up being way more for way less since we had try things off the regular brunch menu. We were told when we got there and apparently a few others around us ran into the same issue. Anyway,Ordered:-chilaquiles which was tasty however there were so many jalapeños (not spicy) but I didn't order a jalapeño chilaquiles and that seemed to be the primary ingredient after the chips. -chicken sandwich that was on restaurant week menu but $10 on its own.  The chicken was a bit dry to be honest and really thin. One side/edge of it was completely crunch batter without much chicken -the mushroom pizza we substituted white sauce with red and was asked if we wanted arugula. We shouldn't have made the assumption but it sounded like it was included but they charge $2 for it. Overall pizza was okay. Mushrooms were good and gruyere cheese added a nice kick but the pizza was soggy I couldn't lift it up form the crust side without all the toppings sliding off. Restaurant ambiance is nice and cute though with indoor, outdoor, and communal tables.",253,1429,112
"(3.5 stars) Perfect spot for dinner with some friends. The back patio is wonderfully cozy with heat lamps, plenty of space, and peaceful decor. The food is very solid aside from the French fries which were disappointingly thin and unseasoned, though the sauces were a unique twist--with the green one being the standout. Loved the broccolini and the white bean dip, both great for sharing. Struggled to choose a main but landed on the chorizo and egg pizza. I normally love a runny egg on anything, but it actually was a bit overwhelming here since each egg landed on its own slice. The chorizo had some kick to it though and went really nicely on its own with the cheese and thick crust.",123,688,53
"Great cocktails, Mexican Coke if you feel like a soft drink at lunch. Wonderful, competent, friendly service.Ordered a hamburger with cheddar and fries. Delicious! Best fries ever . At first I thought that $23.00 (plus tip) was a bit pricey, but it was so generous that I got lunch and dinner out of it. Fries were even good cold. So glad they're in my 'hood.",65,359,21
"Came here for sf restaurant week (late review yes i know), and it definitely gave me a reason to come back. My friend and I made reservations on a Tuesday afternoon for lunch - place wasn't packed but definitely wasn't anywhere close to empty either. There's an indoor and outdoor seating area in the back, and I'd highly recommend outdoor if the weather is nice.We ordered the chicken liver pate to start, mediterranean plate and fried chicken sandwich for entrees, and a creme-brulee like dessert. The pate was my favorite part of the meal, honestly I'd go back just for that. Definitely get it if it's on the menu when you go! The smaller version is available during happy hour, and the larger version is available during dinner.pro-tip: u:dessert story is a close walk away if you're craving something sweet afterwards",141,822,53
"Starbelly has been doing restaurant week for awhile now but is only doing M-F for spring 2022.  We came on a weekend brunch around 1pm on Saturday the place was packed but not full.  We ordered Italian Eggs and Sunnyside Joes per the server's recommendation.  Both dishes were great, not huge portion but the food filled me up.  Because it is comfort food, the food is a little more on the oily and saltier side than the normal yogurt and salads.  The price is good for the location and what you get, I would definitely recommend this place.",98,541,43
"This place used to be good many moons ago, but sadly it's slipped way down. Starbelly was sort of hanging on even before Covid where the food was just OK and the service was underwhelming. One would think after being forced to close and revamp after a pandemic that a business would came back as a shooting star and grateful to be making money again. Nope! Still mediocre food and horrendous service that's not fit for roadside diner. Doesn't seem that these ""too cool for school"" kids will get it together any time soon. Time for a change or ownership.**always get a good laugh when the establishment responds with a wannabe witty response for all to see. How about offering to make it up to the paying customers that spend their good money that pays YOUR bills Adam T? Same customers that take the time to write a post and oh gee, I don't know, offer to send them a gift card or refund? TBH why would I ever want to return to have a bunch of smug losers ""make it up"" to me? If you were such a great joint, it wouldn't have happened in the first place. It's called business 101. Perhaps an enema of the staff would be a start. And agreed Adam T. I've had some stellar service at roadside diners and some pretty bottom of the barrel terrible service too and what I experienced at Starbelly was worse than any of those.",247,1318,104
I love the pizza here and the sauce and bacon were tasty. Also draft beer was nice. Very crowded,19,96,7
Food is good. Service is amazing. Outdoor seating is really cute! Bathroom is clean lol.,15,88,4
"Very disappointed w the service. Came w w group for my fiancé's birthday. Drinks always came after food, for 2 rounds, and worst part: told waitress about the birthday occasion and she said they can put a birthday candle on a desert. And She forgot. Desert Came. She later came and Said: ""Oops"". Surprise?! Bad enough you forgot the candle but who are you to come and tell the surprise? And totally talked like you didn't give a shit.  You just messed up the surprise. Maybe at least try to make it right? Come w another dessert w a candle? Or comp the cheap dessert?Foods always not that great for SF, very average.",113,616,40
"Came here this previous Sunday for brunch. We (my cousin, his girlfriend, and I) were going to check out The Mint that day for the free historical day slash the free day at the Asian Art Museum.. so before that..So he made a reservation for 2pm for us and my boyfriend. And requested for the patio outside.The patio is gorgeous and has an open top, but gets enclosed when it rains which there was a chance that it would, but it was still bright and cheery out there. The food was great. And I would highly recommend my dish:chilaquiles, house made chorizo, corn chips, chile sauce, cilantro cilantro, guacamole & house salad ^ only complaint is there wasn't enough chorizo bits at all. Otherwise flavors and textures were all great.",130,732,52
"Went to Starbelly because I was in the Castro for Lesbians Who Tech Summit. I must say...This place was definitely the spot to have a nice meal for lunch during a full day of keynotes and break out sessions. I didn't take a picture of the food but I had the French toast & fried chicken dish, and literally everything else my coworkers had; like the Starbelly salad and the loco moco looked delicious too!! Ill definitely be back. They take reservations as well. Highly recommend checking it out if you're in the Castro and want o eat somewhere that will leave you satisfied full. I was able to meet Stacey Abrams as she too was having lunch at Starbelly. If Stacey Abram and I both approve, it's totally worth checking out !",133,725,54
"Another weekend brunch restaurant checked! Starbelly is located near 16th St. Station BART/Castro so just know that parking in this area is not the best. Starbelly gets pretty packed on weekends so I would recommend making a reservation on Opentable. I made a 10AM reservation for 2 people a week in advance from when I wanted to go and I had no issues.  The place itself is super cute with nice wooden interior and a back patio area with heat lamps to keep you warm even when it's pouring outside. I got the sunnyside joes ($12) and the dish was tasty! The dish comes with some beef on the bottom mixed in with some onions, spinach, and cheddar cheese with two eggs nicely baked on top. It was a nice savory option without making me feel too guilty about what I was eating. The potatoes they had on the side were seasoned well and had a nice crisp to offset the egg portion of the dish. The only con I felt with the dish was that it got a little too runny/watery.If you want something refreshing on the side to pair with your dish the ginger/lemon soda and lavender lemonade are divine!",202,1087,83
"When Starbelly opened its doors years ago in the Castro, people flocked here for their luscious pizza flavors and the fries with trio of dips.I definitely slacked off my yelper duties and never been here until recently for my birthday brunch. We wanted something casual and won't break the bank. We ordered several pizzas, entrees, drinks and even got charged for the cake we brought in, and each person from our group of 8 (minus me!) only spent $42 with tip. Whoa,  brunch is the way to go! From eggciting egg dishes, fresh salads, pizza, sandwiches and a few essential sides you can't live without, the brunch offerings satisfied the group. I had a delicious gazpacho style tomato soup and Italian eggs cooked in cast iron skillet with zucchini and peppers served with thick rustic bread. My friends got the chicken and waffles (so good!), challah French toast (sweet breakfast treat), Prather Ranch Burger (hefty!) and chilaquiles with House made chorizo. We ordered several pizzas and even if you get the very basic pizza margherita ($12) and add toppings like we did, you still will be in the $17-$18 range. (Screw Zero Zero where our pizza cost $25 for mediocre toppings!) the most interesting flavor combination was the roasted corn, white cheddar, Aleppo chili pizza with lime aioli, it was easily the crowd favorite! The wild mushroom pizza with pickled onions was also good. The pizza crusts are soft and pliable, although thicker than a Neapolitan style one.There were some miscommunication when the staff sliced our cake (we didn't want the whole cake sliced, but rather small portions) but they were apologetic for the mistake. Our servers were reliable and took great care of the group. As I get ""wiser"" (older? Lol) I tend to shy away from the super big, boisterous birthday parties. Starbelly let me celebrate another year of life with fabulous food and drinks in a neighborhood atmosphere and I couldn't have asked for more.",328,1942,111
"I'm at the stage of life where catching up with a few old college friends involves finding a place that can seat nine adults and six infants / toddlers - not an easy feat in SF.  My sister made the great recommendation of Starbelly.  It really lives up to its website's description as a ""casual and friendly neighborhood restaurant"".  I was easily able to make a large group reservation on the crowd-friendly covered patio.  The California comfort food cuisine made it easy to share plates, the wine and beer selection is good, and the cocktails are creative.  The bright, warm decor is as welcoming as the service.  The narrower interior would be great for smaller parties that want to avoid the chatter of the patio, but I found the noise level to be perfect: enough background noise to mask when the kids fussed but not loud enough to make conversation hard.",151,861,57
The pizza was awesome. Delicious sparkling rose too! Menu had lots I'd like to try. Will return!,17,96,3
"Really quaint little gem on 16th just off Market St and about 5 mins walk from the Castro muni.Nice hip interior, including an outside enclosed patio and a long bar with counter space to eat. A long communal table with tall chairs, kinda heavy to move but doable.  Booked this table to enjoy the 3 course lunch offered for the SF dining week, turns out it was not offered on weekends, too bad.  However, we still had a good lunch.  The chicken waffle was really good, nice crisp and flavorful $16, the loco moco $11 was simple and tasty, perfect for someone with a small appetite.  Fries with dips $7 are always good, kinda reminded of the fires in In and Out burgers. Most likely will return to try out other items on the menu.",135,728,49
"Starbelly is a cute American restaurant in Castro. I went for brunch, and the restaurant itself is cute and spins on classics. The oyster pizza (discontinued??) was not very oyster focused, more of a cheese flavor with some oyster. A good pizza, but not what I expected at all. The drink was really good and the strawberry really came through without being too sweet. I liked this place for a cute casual lunch, but not amazing.",76,428,33
"I've gone to this place a couple times for drinks and for brunch. The cocktails are very good but the place closes a bit early so not really a bar. At brunch, my group got the yogurt with fruit, french toast, and butternut squash pizza. All were good, especially the yogurt!",51,274,20
"Food is great, love the decor.I have been to Starbelly a handful of times, but last 2 times it was an unwelcome experience. Did not want to write a review after the 1st time, but it feels like a pattern now. Back in November, I reserved a table for 2 for my friend's birthday. We only learned about time limit once we came to the restaurant, but did not have much of a problem with an hour and a half dining. Our order was taken in a timely manner, but food took around 30 min and not the whole order arrived. The waiter forgot about our drinks, and we only got them when we had 20 min left. When he brought the drinks, we asked if we get more fries. He said it is too late, and just brought us a check. The whole experience felt so rushed and we felt uncomfortable. Today, I reserved a table for 4 for my family. We were seated at the patio, and the whole area was very empty, only one more table had people. We were set right in the spot were it was extremely windy. The wind was blowing away the warmth from the closest heater. We were asked if we could be set in any of the 4 tables by the wall or in the parklet. I am still not 100% why we could not have been moved to a different table, the waiter said those tables are ""on tab two"" (whatever that means). So we just left without ordering. The food is great, but I'm definitely not coming back.",269,1350,126
"Next time I'm craving great pizza in The Castro, I know where to go. Starbelly is close to all the action, yet it provides a nice escape from the hustle and bustle outside with yummy food and drinks.We both did pizza. Mine was a Margherita with burrata. The burrata felt so delicate, yet delivered so much creamy goodness. I also enjoyed the perfectly baked crust and the lovely tomato sauce on top. (My dad did a bacon and arugula pizza, and he was also very happy with his pie.)Starbelly also has a great drink list. He found a beer he was happy with, and I found a Neilson Santa Barbara Chardonnay that helped make my day. The service was a bit slow at times, but always friendly and attentive (when someone did make it to our table). I'd be very happy to return soon to try more of the menu!",150,795,59
Best Restaurant in the Castro! Salty Dog is to die for-- and who has pate? Just the right amount of scenery and lively ambience.,24,128,10
"Family went here for my bday. I got steak, others got regular burgers or chorizo pizza. Everyone really enjoyed their meals and there were no leftovers! The waitress was lovely. The person clearing the empty plates was a little aggressive and hovering, but I'm sure that's her job to keep things moving. Overall it was a great meal!",58,332,20
I had a wonderful experience at Starbelly and it was only for takeout! What brought me here was the chicken pate which had a wonderful smooth texture and bright irony flavor that you only get with organ meat. The cookies that come with the pot de cremes dessert were not an afterthought as can easily occur. I was treated to a cucumber and mint lemonade as I waited for my order to go. I plan to return to enjoy the back patio.,82,427,39
"Great food, service and ambiance. Have been walking past this place for years, so glad I decided to give it a try.  Met a friend for lunch and couldn't have been more pleased.",33,175,15
"Had a great dinner at Starbelly. The staff was very accommodating and friendly.The restaurant noise levels are good for a city location, and the place is very nicely designed.The food was great. We tried couple for heir pizzas and they were a great addition to the pasta with red sauce and bacon. The bacon was so good that it made us want more.We also ordered the burrata, which was good. Had a sweet sauce on it. However, it was smeared on two slices of toast, which made it expensive for what they offered. In addition, the consistency of the burrata was missed.The fries were a good finger food as we waited for the food.  The squash salad was good, grilled and placed on Kale. Very good dressing We also tried the squash wontons, very very delicious. So I would highly recommend a visit.",143,792,57
"The fried chicken po boy had poor meat to bun ratio. The whole thing was pretty dry. The burger was really burnt and desert dry. It came with wilted lettuce and tomato, none of which could save the burger. The only reason I gave this place 3 stars was because of the summer corn pizza which was excellent.",58,305,18
"My coworkers have always recommended this place for that after work special. And mama, I finally made it! Three of us ordered new cocktail happy hour drinks to start and then poured over the menu for: chicken liver mousse, mussels with chorizo chili, fries, chorizo pizza, and a white bean purée. Delicious, delicious. Two (three) things kept me from giving this restaurant five stars and sadly, they're mostly easily fixable:- mousse to bread ratio; the bread was great but too bad only two slices came for a mousse that could serve four. - drinks were WEAKKK- the dough on that pizza tho! My friend says it was amazing but then again she's never been to NYC :P Starbelly's was thin crusted but with a hard-to-chew factor that's hard to ignore. I think I'll need to try another slice to be sure...Completely over-ordered for our first time, but that's how you should eat here anyway heh.",155,888,54
"Check out my food diary on Instagram @brittbrulee for more photosI stumbled upon this place with a friend of mine searching for an afternoon drink. This place has plenty of patio and back seat dining, everything felt self and plexi glass between other diners. The service was impeccable. Our waiter checked in on us frequently and was able to get our palomas perfectly made even though it was not on the drink menu. I decided to go for the Mediterranean plate, I could tell right away the produce was fresh and after doing some research I actually found out that they rotate their menu because they focus on using locally sourced ingredients. This was a huge plus for me. Would recommend to anyone searching for a yummy entree or just a place to get an afternoon drink.",137,769,56
"i'm so sorry but i'm literally not a fan of this place. i'm honestly really surprised by all the good reviews. the food is extremely less than mediocre and flavorless. nothing special at all. the vibe of the place is really cute when you walk in but woo, i would not be comfortable spending money here again. i came with a friend and we got fries, liver pate, burrata, butternut squash dumplings, and the lamb meatballs. the best thing were the fries.. which like.. i'm not gonna go to a restaurant to get $7 fries yaknow? the other 2 non-ketchup dips were so strange... just not great. the butternut squash dumplings were the next best.. still wouldn't say i liked them tho. there wasn't a ton of flavor but i did like the touch of the pumpkin seeds and the sauce. the liver pate, burrata and lamb meatballs were... really terrible. there was no flavor whatsoever and the seasoning on the lamb meatballs were strange. the meatballs were borderline burnt and the sauce was NOT good. thought the drinks were going to be its saving grace. but woo no. i'm the least pickiest about drinks but sorry, i can't recommend. my friend got the doctor's order and he said it was ok.. the turmeric was very overpowering. i got the salty dog, but it felt watered down and not a ton of flavor. so. yeah. sorry won't be back.",239,1309,110
"I came here for brunch after hearing a lot about this place. All of their Covid protocols are on point, and I liked the seating in the back patio compared to the front parklet. I appreciate that portions here are enough to feel satisfied but not massive that you feel ill. You can eat well, indulge, but not break eating healthy too.  I had the fried chicken and waffles and I felt that it was good. Not too salty, just right, and the buttermilk waffle complemented well. I look forward to coming back to taste more of the menu.",99,528,43
"Great ambiance, pretty good service, hostess a little rude, I was just here yesterday for a Sunday brunch get together. I ordered a Starbelly bacon pizza nothing that amazing didn't even have much flavor surprisingly, and tried the fries with trio of dips, couldn't even tell what the flavors were of the dip? A green one? And a pink colored one? Just tasted like Mayo, bland, and I also ordered a Caesar salad also bland, and there were old pieces of brown lettuce in my salad which made it taste a little bitter and not fresh and that was also bland, and my friend ordered fried chicken dish which was also bland,  and my other friend ordered chilaquiles and she was also disappointed as well, why is the salad taking up the whole dish? Is it a salad dish or a chilaquiles dish? if there's not going to be salt and pepper on the table, season the food please, this was my first time here and I don't think I will ever come back. This is just based on the brunch menu on the weekends. The food looks better than the taste unfortunately. The only thing I enjoyed was the "" lychee blossom"" cocktail.",204,1098,83
"Great service, food is consistently good - just one of my favorite neighborhood go tos!",15,87,4
"Fantastic establishment-- inviting atmosphere, lively clientele and staff, and delicious food and drinks! Def a place with solid Neapolitan pizza.My bf and I came in on a busy Friday night at around 8:40 and had to wait for about 30 minutes. It wasn't too bad and we were able to get a drink at the bar.Margherita pizza (added arugula): very good Neapolitan style pizza! I came here wanting to try one of their pizzas since I looove Neapolitan pizza. Crust is crunchy, yet chewy and the center is so thin. The sauce is on point. (5/5)Mussels with ground chorizo, cilantro, and toasted bread: soooo good! We loved this. So flavorful, and such a generous portion. We didn't expect this ""small plate"" to be that big of a portion. Definitely worth it. (5/5)We also got the burger cooked medium. It was also really good and the fries reminded me of In-n-Out fries! It didn't stand out as much as the other two dishes we ordered though. (4.5/5)I'll definitely be back! I heard they have fantastic brunch, so I plan to come back here for brunch in the future.",187,1052,70
So - had a reservation on a quiet Tuesday night.  Seated quickly - order taken quickly - then things went south.  My server never came back to the table.  We had to get up three times to get things missing.  Food was meh - drinks were disappointing.  The only reason it didn't get a lower review is I've had a decent meal here in the past.  But rough night,69,356,23
"We had a party of 18 and the service, food, and cocktails were phenomenal! The ambiance on the back patio was very charming and it was definitely warm enough. Highly recommend Starbelly!",32,186,14
"I think Starbelly is a good option if you are looking for a solid sit-down option in the Castro with plenty of seating. The food ranges from decent to good, but I never find the menu very exciting. After a recent meal there, the best thing I had was the margherita pizza we shared. The veggie burger I had was not great and didn't come with anything else on the side.I usually don't care about service very much, but I can't help but mention that I'm not a fan of dealing with multiple service people. Starbelly is one of the few places where I notice this the most.During my last meal there, one person introduced themselves and took our order. Person #2 brought out our drinks. Person #3 brought out the dishes. Person #1 came back to check on us, but was never around until the check. Then, a 4th person collected our finished plates and glasses. When we needed more napkins and wanted to order another drink, Person #2 & #3 took those orders respectively. I don't know. I just don't get it.Also, when I asked for an entree recommendation, Person #1 suggested the most expensive item on the menu by far. Slightly suss. Even more so when I asked if I could order a cocktail, Person #1 said, ""Of course, we have a full bar."" Right, so then how come I couldn't get a cocktail with soda water in it? I think this review is coming off more harsh than I intended. Starbelly is fine.",257,1379,101
"I hate writing a 1 star review when I know restaurants are struggling.  However, a friend asked me where I'd like to go to lunch for my birthday and I said ""Starbelly's"".   I'd eaten there before and knew they had a patio out back which seemed like a perfect choice to eat outside and not freeze. Things started off OK with water being served promptly and our waiter telling us he'd be back to take our order.  We waited, saw two other people be seated next to us and get their order taken before us.  We gave our order to the waiter, two burgers with fries, one well done and the other medium well with cheese.  Our drinks came out and we waited for our meal.  The men next to us received their food before ours which made sense since they got their order in before ours although I did see a pizza delivered, sit there for a couple of minutes, and was taken away like it been misdelivered. Our burgers come out.  Mine is pink and looks good.  My friends is medium rare.  He sends it back.  I start eating so my food won't get cold.  Time passes.  We flag down the waiter who apologizes, but says it takes time to cook the burger to well done.  Yep!  We assumed the cooks knew that too. Waiting a bit longer, my friend cancels his order.  The waiter says we won't be charged, but my friend still declines.  Later the manager comes out and attempts to make amends, saying I won't charge you for the burger and will comp one of the drinks.  I'm thinking, you'll comp the burger that was refused already?  My friend tells me that he arrived about 10 minutes early and the same manager refused to let him 1) have a drink at the bar while he waited for me; 2) then asked him to wait outside even though no one was at the bar.  The manager said he could sit at the bar when I arrived and the party was complete.  Huh?  So, what had been a lunch I was looking forward to celebrate my birthday with a friend ended up leaving a sour taste so to speak.  Now I know, don't go to Starbelly's for special occasions.",383,2002,157
"Starbelly has been one of my go to comfort restaurants since I moved to this city. The menu is always fresh and new but the atmosphere and service always makes it feel like home. You can never go wrong here for a delicious dinner with friends, family, but especially great for a date. It's a must go!",57,300,22
I came here for dinner and drinks with some friends. The cocktails were all delicious and perfectly balanced. I ordered the Margherita Pizza and it was delicious as well! It was also the perfect size for splitting if you're not too hungry. The service was good and the restaurant has a great vibe and the music selection was top notch. I would come back!,64,354,28
"I just wanted to shout out the hostess and servers at Starbelly for making our engagement celebration last night so special and memorable. They brought us both out a glass of bubbly, and when we explained to them that we don't drink, they my fiancee a Mexican coke and myself a BEAUTIFUL prickly pear Shirley Temple (the color of which must be appreciated, see photo). We ordered the chicken pate, cornbread, grilled peaches and the sweet corn pizza and there wasn't a lesser dish out of the bunch. All the servers were adhering to Covid precautions exceptionally well, and I was PROUD to show them my proof of vaccination when we entered. We will be back! thank you! love you starbelly!",121,687,55
"Had dinner here last night and wish I could give it a high rating but finding myself not able to. We didn't have reservations and was told it would be about 25 minute wait. A lot of open tables. Noticed people being seated over and over again. About 30 minutes waiting, hostess came over seeming rushed/overwhelmed and was like I can sit you guys here (a table open the entire time). Once seated we waited 15 minutes to be greeted, only after having to ask for service from the hostess. Waiter drops off water crafts, but no glasses. Another 10 minutes and so random person brings over our drinks. The waiter comes over to take our order. We order an appetizer and dinner. About 30 minutes later, our food is delivered. Because we never got the appraiser we tell the food runner that we don't want it anymore, but we would like refills on our drink. Never getting those refills and we are trying to finish our meal, we decide to speak to the manager to see about getting some level of service. The manager comes to the table to speak about what we need, the server starts arguing with us about what he didn't provide. We tell him that we just want simple service like refilling our drinks and delivering the appetizer, which he yells you canceled the appetizer. At this point we are done. Never have I been to a restaurant that a server yells at clients and argues about not doing their job. Food is 5 stars, but the service absolutely sucks. I use to be a restaurant manager and if one of my servers argued in front of me with a customer that server would have been unemployed this morning.",294,1591,133
"This review is purely for dinner delivery. And, may I say, the food is delicious! Or at least the spaghetti and the warm toffee cake is. The fresh spaghetti with tomato sauce is probably one of my favorite pasta dishes right now. It's simple yet satisfying. And with the Starbelly bacon, it's definitely worth a try. And for dessert, the warm toffee cake hits the spot. Add a dollop of mascarpone and slivered dates and it makes for spoons full of delight. I do hope that one of these days I'll get to enjoy their meals inside Starbelly. But until then, there is so much more to try and get delivered.",111,601,39
"Went on a whim before the Delta Variant Resurgence. Sat at the communal table. Food was fantastic, wait staff was super cute and attentive, wine list was superb, felt like the world was returning to normal. A very fun night out -- Starbelly has great energy!",46,258,16
"Starbelly is always a good bet for brunch or lunch in the Castro. The outdoor patio is great for groups of six and allows you to enjoy a rare nice day in SF.Pizza reigns king in Starbelly but honestly nothing is bad here. Since COVID, they have built out their seating in front of their restaurant even more.Typically end up sharing a pizza, with some arugula on top. The food is nothing to write home about but typically gets it done. I actually really like the cocktails and ambiance (of the back patio) more than anything else.",97,530,39
"I don't even know where to begin.I had to write this review as soon as I got to my destination after leaving the Starbelly.If the name comes from the idea that you're eating stars here that fill your belly, then take me to heaven!!!I came here with a friend as the first spot for SF Restaurant Week and i'm SOOOOO GLAD I DID.It's a cute spot that's great for a date. It's cute, bright, they have covered outdoor seating. hanging lamps, looks pretty typical hipster (they still exist right?) but CUTE and on the fancier side.The music caught our attention though, as it didn't really match the decor, but it kept us laughing the entire time.Starters:Starbelly saladLiver pateEntree:Fried chicken po'boyDessert:Salted Caramel and cornmeal rosemary cookieI didn't get the salad, but my friend said it was good when I asked. It looked very fresh in terms of quality, but the liver pate was the star.It was absolutely fabulous!The baguette was toasted perfectly, with a crunch but not TOO hard where it beats up the roof of your mouth.I'm not a huge fan of mustard, but the pate, marmalade, and mustard was the perfect balance of flavors.I almost forced a piece down my friend's throat it was so good, but I controlled myself to only offered 4 times. (They just aren't a pate person in general.)This definitely set the stage for the po'boy which did not disappoint.They didn't overly season the chicken (though my friend mentioned he could taste the pepper for sure, i didn't get the same).It's got almost a japanese-style breading on it which gives it a different texture than your typical fried chicken but we both enjoyed.they didn't put too much mayo sauce or radicchio, I finished the entire thing after finishing all the pate. The flavors aren't overwhelming and blended well together.It also held together well after cutting it in half which allowed me to devour the entire thing happily.The dessert was the only thing that I won't RAVE about, but it was still good. The creme over the cookie, but the cookie wasn't bad either! It's a thin.... sugar cookie?But it didn't take away from my overall dining experience here.The staff was also amazing. They were prompt at every step, watched when we were ready for the next course, took away our plates in a timely manner.We did have a funny moment when the appetizers were brought over and the waiter/food runner? automatically put the pate in front of my friend (a guy) and the salad in front of me and we had to laugh at the assumption.We left the restaurant BOTH saying that we'd like to return for sure already.Even if it was to have the exact same meal again before restaurant week ends in 5 days.",461,2651,206
"Review based on Outdoor Dining, Aug-8, 2020. (Summer menu)Booked reservation for 6pm, arrived 10min early and they were accommodating and allowed us to seat early.Servers were on the ball and did a good job of being present without beings overbearing.Our food order was: Squash Dumplings, Fries, Spaghetti (no bacon), Burger, Chicken Sandwich.The squash dumplings were absolutely delicious. 10/10 would get that again.The chicken sandwich was sooooo good as well. I wish i ordered two of those The fries and Spaghetti were good too. Nothing bad to say about that.The failing was the burger. The patty itself tasted on the bland side and an overall let down as i LOVE and am addicted to burgers.  I also asked for a salad for the side but got fries instead. For alcohol my girl got a strawberry vodka something that she adored. I received a white wine sangria, but i felt the ice watered it down, thus taking away from the flavor which was a shame and a let down. They used small ice cubes so it melts faster. I then asked for a beer recommendation to go with my burger and chicken sandwich. My server suggested a Saison which was really good. I was happy with that.Our overall experience at Starbellly was a positive one.It has a lovely date atmosphere and overall good food. Again, while I'm normally a burger man that chicken sandwich was super delicious and next time I'm going to get two of those.",245,1401,87
"We had a waiter and I don't remember his name but he had a ""Glutes abs muscles"" shirt ( it was 5 words but I don't remember ) ...Anyway he is a real sweetheart and remembered all our orders and I accidentally bumped my head on his butt while laughing at a joke, but he knew it happens all the time with clients, and I felt at home almost instantly because he didn't make me feel embarrassed like I was doing it on purpose and it was like a family reunion on top of my real family reunion. Get 3 of  the margarita verdes and the spaghetti with bacon. I mean, it's like the El Niño in San Francisco with all this rain but starbelly is like a warm island of good vibes and great drinks. Will be coming back soon for our family reunion drinks and shits.. Xoxo",149,755,69
"I had passed by here several times and thought their front setup was nice and safe. I wasn't aware there was a back area when I made reservations. Personally was not a fan of the back area as outdoor dining. Food was good. Had the chicken and waffles and loco moco. Sangria and margarita were ok.  Would probably have been 4 stars if I was seated at the front , which had 2 empty tables when I arrived for reservation. Just my personal preference and feeling of safety.",88,469,37
I keep forgetting this place and I don't know why. I was just reminded of because of SF restaurant week where I can confirm it is THE BEST deal in San Francisco for lunch (legit but also the food is delicious and the service is really friendly so check it out)!,51,261,22
"My friend and I came to Starbelly for their SF Restaurant Week special: 3 courses for $15!! That's a steal anywhere in San Francisco. We both picked the same dishes: chicken liver pate, fried chicken poboy, and salted caramel pot de creme. The chicken liver pate was a generous portion size--I didn't even have enough bread to finish it all! I loved the sweet onion marmalade that came with it because it added a sweetness to an otherwise salty spread. The fried chicken poboy came out next. I loved the combo of hot, crunchy chicken, soft bread, and the slaw! I expected it to be spicy because there were so many jalapeños in it, but it wasn't spicy at all. That could be kind of misleading, but luckily I don't eat jalapeños much haha. The salted caramel pot de creme was the perfect ending to our meal. It came with a cornmeal-rosemary cookie. The creme wasn't too sweet and I liked the salt flecks on top. This is probably one of the better and affordable SF Restaurant Week lunch menus--try it if you have the chance!",186,1022,67
"Went here for the happy hour on Sunday. It wasn't even busy but service was really slow. The place was really nice.Ordered the pizza margherita, small house-made chicken liver pâté, fried chicken wings. Food was okay, not for the price and service tho, I recommend getting the chicken wings, sweet, spicy and tangy yummm.",54,321,16
"Came here for dinner with a friend before dessert at the newly opened U Dessert Story a block down. We came on a Monday evening around 7:30 and got seated immediately.Neither of us were super hungry, so we decided to split an appetizer and pizza. The calamari escabeche ($11) sounded intriguing, so we started with that and then moved onto their chorizo and egg pizza ($16).I wasn't sure what to expect from the calamari, but I was hoping it'd at least be a hot dish. Unfortunately it wasn't, so it fell flat for me because of that and because it was slightly spicy. I have absolutely zero spice tolerance so it would have been nice to know before ordering. Would probably have ordered something different had I known.I loved the pizza though! It comes with two very runny eggs cooked sunny side up. It was honestly a little hard to grab the slices due to the yolk, but it was worth it as the half cooked egg just melted it my mouth. There was a generous amount of chorizo that paired well with the tomato sauce and the thin crust.Some of their pasta looked really good as well. Going to try that out if I come back!",207,1116,90
Great food!  The Starbelly salad was excellent.  If they added a piece of chicken it would be a great light meal!,21,113,7
"To start, I made a reservation and had to ask the staff inside to see my server after being seated for 20 minutes with only water from the supporting staff. When my not-server approached the table he promptly said the server would be on at a certain time, which is unusual to seat an unopened section at a not busy restaurant. (Our reservation was for 4:30). As my server finally approached, she was distinctly condescending and out right rude at points. She was prompt about not putting food on our table or actually serving us, she never actually introduced herself (the red head on staff I've seen for a while now). Not only did she make a mistake on our order, as she placed the check she was gruff toward check splitting or multiple cards. I have been to starbelly several times and NEVER had service as unprofessional as tonight. The serving staff was absolutely absurd in their action and I hope to not encounter anything like this again. As always the food was yummy.",175,975,77
